,Unnamed: 0,companies,companies_list
1428,1428,global-health-MEDA,global health
1429,1429,global-longlife-hospital-and-research-GLH,global longlife hospital and research
1430,1430,global-offshore-services-GLSH,global offshore services
1431,1431,global-surfaces-GSLSU,global surfaces
1432,1432,global-vectra-helicorp-GLVE,global vectra helicorp
1433,1433,globalspace-technologies-GST,globalspace technologies
1434,1434,globe-commercials-GLC,globe commercials
1435,1435,globe-international-carriers-GLOR,globe international carriers
1436,1436,globe-textiles-india-GLOX,globe textiles india
1437,1437,globesecure-technologies-GSTL,globesecure technologies
1438,1438,globus-power-generation-GLOBU,globus power generation
1439,1439,globus-spirits-GLOS,globus spirits
1440,1440,gloster-GLO,gloster
1441,1441,go-fashion-india-GOC,go fashion india
1442,1442,goa-carbon-GOAC,goa carbon
1443,1443,goblin-india-GOB,goblin india
1444,1444,godavari-drugs-GOD,godavari drugs
1445,1445,godawari-power-and-ispat-GDPI,godawari power and ispat
1446,1446,godfrey-phillips-india-GDFR,godfrey phillips india
1447,1447,godha-cabcon-and-insulation-GODH,godha cabcon and insulation
1448,1448,godrej-agrovet-GODE,godrej agrovet
1449,1449,godrej-consumer-products-GOCP,godrej consumer products
1450,1450,godrej-industries-GODI,godrej industries
1451,1451,godrej-properties-GODR,godrej properties
1452,1452,goel-food-products-GOE,goel food products
1453,1453,goenka-business-and-finance-GBF,goenka business and finance
1454,1454,goenka-diamond-and-jewels-GOEN,goenka diamond and jewels
1455,1455,gogia-capital-services-GOG,gogia capital services
1456,1456,gokak-textiles-GOKA,gokak textiles
1457,1457,gokaldas-exports-GOKL,gokaldas exports
1458,1458,gokul-agro-resources-GOKG,gokul agro resources
1459,1459,gokul-refoils-and-solvent-GOKU,gokul refoils and solvent
1460,1460,goldline-international-finvest-GOLDL,goldline international finvest
1461,1461,gold-rock-investments-ZGO,gold rock investments
1462,1462,goldcoin-health-foods-GOLDC,goldcoin health foods
1463,1463,golden-carpets-GOLC,golden carpets
1464,1464,golden-crest-education-and-services-GOL,golden crest education and services
1465,1465,golden-tobacco-GLDN,golden tobacco
1466,1466,goldiam-international-GOLI,goldiam international
1467,1467,goldstar-power-GDST,goldstar power
1468,1468,goldstone-technologies-GOLD,goldstone technologies
1469,1469,golechha-global-finance-GOLE,golechha global finance
1470,1470,golkonda-aluminium-extrusions-GOLKO,golkonda aluminium extrusions
1471,1471,golkunda-diamonds-and-jewellery-GOLK,golkunda diamonds and jewellery
1472,1472,good-value-irrigation-GOV,good value irrigation
1473,1473,goodluck-india-GLST,goodluck india
1474,1474,goodricke-group-GOOD,goodricke group
1475,1475,goodyear-india-GOODY,goodyear india
1476,1476,gopal-iron-and-steels-cogujarat-GOP,gopal iron and steels cogujarat
1477,1477,gorani-industries-GOR,gorani industries
1478,1478,gothi-plascon-india-GOT,gothi plascon india
1479,1479,gowra-leasing-and-finance-GOW,gowra leasing and finance
1480,1480,advitiya-trade-india-ADV,advitiya trade india
1481,1481,goyal-associates-GOY,goyal associates
1482,1482,gracious-software-GSL,gracious software
1483,1483,gradiente-infotainment-GRAD,gradiente infotainment
1484,1484,grand-foundry-GRND,grand foundry
1485,1485,granules-india-GRAN,granules india
1486,1486,graphite-india-GRPH,graphite india
1487,1487,grasim-industries-GRAS,grasim industries
1488,1488,gratex-industries-GRAT,gratex industries
1489,1489,grauer-and-weil-india-GRAU,grauer and weil india
1490,1490,graviss-hospitality-GRAVI,graviss hospitality
1491,1491,gravita-india-GRAI,gravita india
1492,1492,gravity-india-GRAV,gravity india
1493,1493,great-eastern-shipping-company-GESC,great eastern shipping company
1494,1494,greaves-cotton-GRVL,greaves cotton
1495,1495,greencrest-financial-services-GRE,greencrest financial services
1496,1496,greenlam-industries-GEEN,greenlam industries
1497,1497,greenpanel-industries-GREP,greenpanel industries
1498,1498,greenply-industries-GRPL,greenply industries
1499,1499,gretex-corporate-services-GCS,gretex corporate services
1500,1500,gretex-industries-GREX,gretex industries
1501,1501,grindwell-norton-GRNN,grindwell norton
1502,1502,grob-tea-co-THEG,grob tea co
1503,1503,grovy-india-GRO,grovy india
1504,1504,vmv-holidays-VMV,vmv holidays
1505,1505,gufic-biosciences-GUFI,gufic biosciences
1506,1506,gujarat-alkalies-and-chemicals-GALK,gujarat alkalies and chemicals
1507,1507,gujarat-ambuja-exports-GAME,gujarat ambuja exports
1508,1508,gujarat-apollo-industries-GJAI,gujarat apollo industries
1509,1509,gujarat-containers-GUJCN,gujarat containers
1510,1510,gujarat-cotex-GUJCO,gujarat cotex
1511,1511,gujarat-craft-industries-GUJCR,gujarat craft industries
1512,1512,gujarat-credit-corporation-GUJCE,gujarat credit corporation
1513,1513,gujarat-fluorochemicals-GUJL,gujarat fluorochemicals
1514,1514,gujarat-gas-GGAS,gujarat gas
1515,1515,gujarat-hotels-GUJH,gujarat hotels
1516,1516,gujarat-hy-spin-GUJ,gujarat hy spin
1517,1517,gujarat-industries-power-company-GJIP,gujarat industries power company
1518,1518,gujarat-inject-kerala-GUJIJ,gujarat inject kerala
1519,1519,gujarat-intrux-GUJIN,gujarat intrux
1520,1520,gujarat-investa-GUJI,gujarat investa
1521,1521,gujarat-lease-financing-GLSE,gujarat lease financing
1522,1522,gujarat-metallic-coal-and-coke-GME,gujarat metallic coal and coke
1523,1523,gujarat-mineral-development-corporation-GMDC,gujarat mineral development corporation
1524,1524,gujarat-narmada-valley-fertilizers-and-chemicals-GNFC,gujarat narmada valley fertilizers and chemicals
1525,1525,gujarat-natural-resources-GNR,gujarat natural resources
1526,1526,gujarat-petrosynthese-GUJPE,gujarat petrosynthese
1527,1527,gujarat-pipavav-port-GPPL,gujarat pipavav port
1528,1528,gujarat-poly-electronics-GUJA,gujarat poly electronics
1529,1529,gujarat-raffia-industries-GJRI,gujarat raffia industries
1530,1530,gujarat-state-fertilizers-and-chemicals-GSFC,gujarat state fertilizers and chemicals
1531,1531,gujarat-state-financial-corporation-GUJS,gujarat state financial corporation
1532,1532,gujarat-state-petronet-GSPT,gujarat state petronet
1533,1533,gujarat-terce-laboratories-GUJT,gujarat terce laboratories
1534,1534,gujarat-themis-biosyn-GUJTH,gujarat themis biosyn
1535,1535,gujarat-toolroom-GUJTL,gujarat toolroom
1536,1536,gujchem-distillers-india-GUJCM,gujchem distillers india
1537,1537,gulf-oil-lubricants-india-GOLU,gulf oil lubricants india
1538,1538,gulshan-polyols-GULS,gulshan polyols
1539,1539,gyan-developers-and-builders-GYA,gyan developers and builders
1540,1540,gyscoal-alloys-GYSC,gyscoal alloys
1541,1541,h-p-cotton-textile-mills-HPCO,h p cotton textile mills
1542,1542,h-s-india-HOT,h s india
1543,1543,hb-estate-developers-HBES,hb estate developers
1544,1544,hb-leasing-and-finance-co-HBL,hb leasing and finance co
1545,1545,hb-portfolio-HBP,hb portfolio
1546,1546,hb-stockholdings-HBSH,hb stockholdings
1547,1547,hbl-power-systems-HBLS,hbl power systems
1548,1548,hckk-ventures-HCK,hckk ventures
1549,1549,hcl-infosystems-HCLI,hcl infosystems
1550,1550,hcl-technologies-HCLT,hcl technologies
1551,1551,gopala-polyplast-GOPA,gopala polyplast
1552,1552,hdfc-asset-management-company-HDFA,hdfc asset management company
1553,1553,hdfc-bank-HDBK,hdfc bank
1554,1554,hdfc-banking-etf-HDFB,hdfc banking etf
1555,1555,hdfc-gold-etf-HDGO,hdfc gold etf
1556,1556,hdfc-life-insurance-company-HDFL,hdfc life insurance company
1557,1557,hdfc-nifty-midcap-150-etf-HDFCD,hdfc nifty midcap 150 etf
1558,1558,hdfc-nifty-small-cap-250-etf-HDFCH,hdfc nifty small cap 250 etf
1559,1559,hdfc-nifty-100-etf-HDF,hdfc nifty 100 etf
1560,1560,hdfc-nifty-50-etf-HDFN,hdfc nifty 50 etf
1561,1561,hdfc-nifty-growth-sectors-15-etf-HDFCG,hdfc nifty growth sectors 15 etf
1562,1562,hdfc-nifty-it-etf-HDFCI,hdfc nifty it etf
1563,1563,hdfc-nifty-next-50-etf-HDFCN,hdfc nifty next 50 etf
1564,1564,hdfc-nifty-bank-etf-HDFCP,hdfc nifty bank etf
1565,1565,hdfc-nifty-100-low-volatility-30-etf-HDFCL,hdfc nifty 100 low volatility 30 etf
1566,1566,hdfc-nifty-100-quality-30-etf-HDFCQ,hdfc nifty 100 quality 30 etf
1567,1567,hdfc-nifty-50-value-20-etf-HDFCV,hdfc nifty 50 value 20 etf
1568,1568,hdfc-nifty-200-momentum-30-etf-HDFCM,hdfc nifty 200 momentum 30 etf
1569,1569,hdfc-s-and-p-bse-500-etf-HDFCB,hdfc s and p bse 500 etf
1570,1570,hdfc-sensex-30-etf-HDSE,hdfc sensex 30 etf
1571,1571,hdfc-silver-etf-HDFCS,hdfc silver etf
1572,1572,hec-infra-projects-HECF,hec infra projects
1573,1573,heg-HEGL,heg
1574,1574,hfcl-HFCL,hfcl
1575,1575,himalaya-granites-HIMG,himalaya granites
1576,1576,hg-infra-engineering-part-ix-HGIN,hg infra engineering part ix
1577,1577,hi-tech-winding-systems-HITEC,hi tech winding systems
1578,1578,hil-HLLT,hil
1579,1579,him-teknoforge-HIMT,him teknoforge
1580,1580,hkg-YOG,hkg
1581,1581,hle-glascoat-HLE,hle glascoat
1582,1582,hlv-HLVL,hlv
1583,1583,hmt-HMTL,hmt
1584,1584,hov-services-HOVS,hov services
1585,1585,hp-adhesives-HPA,hp adhesives
1586,1586,hpc-biosciences-HPC,hpc biosciences
1587,1587,hpl-electric-and-power-HPLE,hpl electric and power
1588,1588,hrb-floriculture-HRB,hrb floriculture
1589,1589,ht-media-HTML,ht media
1590,1590,halder-venture-HAL,halder venture
1591,1591,haldyn-glass-HALD,haldyn glass
1592,1592,hanman-fit-HAN,hanman fit
1593,1593,happiest-minds-technologies-HAPP,happiest minds technologies
1594,1594,hardcastle-and-waud-mfg-co-HARD,hardcastle and waud mfg co
1595,1595,hardwyn-india-HAR,hardwyn india
1596,1596,hari-govind-international-HARIG,hari govind international
1597,1597,haria-apparels-HARIA,haria apparels
1598,1598,haria-exports-HARIE,haria exports
1599,1599,hariom-pipe-industries-HARIO,hariom pipe industries
1600,1600,harish-textile-engineers-HARI,harish textile engineers
1601,1601,harita-seating-systems-HASS,harita seating systems
1602,1602,hariyana-ship-breakers-HRY,hariyana ship breakers
1603,1603,hariyana-metals-HARM,hariyana metals
1604,1604,harmony-capital-services-HRM,harmony capital services
1605,1605,harrisons-malayalam-HRMA,harrisons malayalam
1606,1606,harsha-engineers-international-HARS,harsha engineers international
1607,1607,haryana-capfin-HARY,haryana capfin
1608,1608,haryana-leather-chemicals-HARL,haryana leather chemicals
1609,1609,has-lifestyle-HAS,has lifestyle
1610,1610,hasti-finance-HAST,hasti finance
1611,1611,hathway-bhawani-cabletel-and-datacom-HAT,hathway bhawani cabletel and datacom
1612,1612,hathway-cable-and-datacom-HAWY,hathway cable and datacom
1613,1613,hatsun-agro-product-HAPL,hatsun agro product
1614,1614,havells-india-HVEL,havells india
1615,1615,hawa-engineers-HAW,hawa engineers
1616,1616,hawkins-cooker-HAWK,hawkins cooker
1617,1617,hazoor-multi-projects-HAZ,hazoor multi projects
1618,1618,mandhana-retail-ventures-TEMA,mandhana retail ventures
1619,1619,healthcare-global-enterprises-HEAC,healthcare global enterprises
1620,1620,healthy-investments-HEAL,healthy investments
1621,1621,healthy-life-agritec-HEALH,healthy life agritec
1622,1622,heera-ispat-HEE,heera ispat
1623,1623,heidelbergcement-india-HEID,heidelbergcement india
1624,1624,helpage-finlease-HEL,helpage finlease
1625,1625,hemadri-cements-HEMA,hemadri cements
1626,1626,hemang-resources-HEM,hemang resources
1627,1627,hemant-surgical-industries-HSI,hemant surgical industries
1628,1628,hemisphere-properties-india-HEMI,hemisphere properties india
1629,1629,hemo-organic-HEMO,hemo organic
1630,1630,heranba-industries-HER,heranba industries
1631,1631,hercules-hoists-HERC,hercules hoists
1632,1632,heritage-foods-HEFI,heritage foods
1633,1633,hero-motocorp-HROM,hero motocorp
1634,1634,hester-biosciences-HEST,hester biosciences
1635,1635,clariant-chemicals-india-CLAC,clariant chemicals india
1636,1636,hexa-tradex-HEXA,hexa tradex
1637,1637,hi-klass-trading-and-investment-HIK,hi klass trading and investment
1638,1638,hi-tech-gears-HTGR,hi tech gears
1639,1639,hi-tech-pipes-HITC,hi tech pipes
1640,1640,high-energy-batteries-india-HIGH,high energy batteries india
1641,1641,high-street-filatex-HIG,high street filatex
1642,1642,highways-infrastructure-trust-HIGHW,highways infrastructure trust
1643,1643,hikal-HIKA,hikal
1644,1644,hiliks-technologies-HIL,hiliks technologies
1645,1645,hilton-metal-forging-HILT,hilton metal forging
1646,1646,himachal-fibres-HIMF,himachal fibres
1647,1647,himadri-speciality-chemical-HIMD,himadri speciality chemical
1648,1648,himalaya-food-international-HFI,himalaya food international
1649,1649,himatsingka-seide-HMSD,himatsingka seide
1650,1650,hind-aluminium-industries-HIN,hind aluminium industries
1651,1651,hind-commerce-HCL,hind commerce
1652,1652,hind-rectifiers-HRCT,hind rectifiers
1653,1653,hindalco-industries-HALC,hindalco industries
1654,1654,hindcon-chemicals-HIDN,hindcon chemicals
1655,1655,hindoostan-mills-HINDM,hindoostan mills
1656,1656,hindprakash-industries-HINP,hindprakash industries
1657,1657,hinduja-global-solutions-HGSL,hinduja global solutions
1658,1658,hindustan-adhesives-HINDD,hindustan adhesives
1659,1659,hindustan-aeronautics-HIAE,hindustan aeronautics
1660,1660,hindustan-appliances-HINDA,hindustan appliances
1661,1661,hindustan-bio-sciences-HIND,hindustan bio sciences
1662,1662,hindustan-composites-HFRD,hindustan composites
1663,1663,hindustan-construction-company-HCNS,hindustan construction company
1664,1664,hindustan-copper-HCPR,hindustan copper
1665,1665,hindustan-fluoro-carbons-HINF,hindustan fluoro carbons
1666,1666,hindustan-foods-HFDS,hindustan foods
1667,1667,hindustan-hardy-HINDH,hindustan hardy
1668,1668,hindustan-housing-company-ZHI,hindustan housing company
1669,1669,hindustan-media-ventures-HINS,hindustan media ventures
1670,1670,hindustan-motors-HMTR,hindustan motors
1671,1671,hindustan-oil-exploration-company-HOEX,hindustan oil exploration company
1672,1672,hindustan-organic-chemicals-HOCL,hindustan organic chemicals
1673,1673,hindustan-petroleum-corp-HPCL,hindustan petroleum corp
1674,1674,hindustan-tin-works-HINDT,hindustan tin works
1675,1675,hindustan-unilever-HLL,hindustan unilever
1676,1676,hindustan-zinc-HZNC,hindustan zinc
1677,1677,hindusthan-national-glass-and-industries-HNGI,hindusthan national glass and industries
1678,1678,hindusthan-udyog-ZHIN,hindusthan udyog
1679,1679,hindusthan-urban-infrastructure-HUI,hindusthan urban infrastructure
1680,1680,hipolin-HIPO,hipolin
1681,1681,hira-automobile-HIR,hira automobile
1682,1682,hisar-metal-industries-HISR,hisar metal industries
1683,1683,hisar-spinning-mills-HIS,hisar spinning mills
1684,1684,hit-kit-global-solutions-HITK,hit kit global solutions
1685,1685,abb-power-products-and-systems-india-ABBW,abb power products and systems india
1686,1686,hitech-corporation-HITE,hitech corporation
1687,1687,hittco-tools-HIT,hittco tools
1688,1688,home-first-finance-company-india-HOM,home first finance company india
1689,1689,homesfy-realty-HOME,homesfy realty
1690,1690,honda-india-power-products-HOND,honda india power products
1691,1691,honeywell-automation-india-HONE,honeywell automation india
1692,1692,housing-development-finance-corporation-HDFC,housing development finance corporation
1693,1693,housing-development-and-infrastructure-HDIL,housing development and infrastructure
1694,1694,housing-and-urban-development-corporation-HUDC,housing and urban development corporation
1695,1695,howard-hotels-HOW,howard hotels
1696,1696,hubtown-HUBT,hubtown
1697,1697,huhtamaki-india-HUHT,huhtamaki india
1698,1698,humming-bird-education-HBE,humming bird education
1699,1699,husys-consulting-HUSY,husys consulting
1700,1700,hybrid-financial-services-MFCL,hybrid financial services
1701,1701,hypersoft-technologies-HYP,hypersoft technologies
1702,1702,j-a-finance-JAF,j a finance
1703,1703,j-b-chemicals-and-pharmaceuticals-JBCH,j b chemicals and pharmaceuticals
1704,1704,jct-JCT,jct
1705,1705,j-j-finance-corporation-JJF,j j finance corporation
1706,1706,j-k-cement-JKCE,j k cement
1707,1707,j-kumar-infraprojects-JKIP,j kumar infraprojects
1708,1708,j-r-foods-JRF,j r foods
1709,1709,j-taparia-projects-JTA,j taparia projects
1710,1710,jbf-industries-JBFI,jbf industries
1711,1711,jbm-auto-JBMA,jbm auto
1712,1712,j-d-orgochem-JDO,j d orgochem
1713,1713,jfl-life-sciences-JFLL,jfl life sciences
1714,1714,jhs-svendgaard-laboratories-JHSS,jhs svendgaard laboratories
1715,1715,jitf-infralogistics-JITF,jitf infralogistics
1716,1716,jk-agri-genetics-JKA,jk agri genetics
1717,1717,jk-lakshmi-cement-JKLC,jk lakshmi cement
1718,1718,jk-paper-JKPA,jk paper
1719,1719,jk-tyre-and-industries-JKIN,jk tyre and industries
1720,1720,jla-infraville-shoppers-JSH,jla infraville shoppers
1721,1721,jm-financial-JMSH,jm financial
1722,1722,jmd-ventures-JMD,jmd ventures
1723,1723,jpt-securities-JPT,jpt securities
1724,1724,jsg-leasing-JSG,jsg leasing
1725,1725,jsl-industries-JSL,jsl industries
1726,1726,jsw-energy-JSWE,jsw energy
1727,1727,jsw-holdings-JNSW,jsw holdings
1728,1728,jsw-ispat-special-products-MNET,jsw ispat special products
1729,1729,jsw-steel-JSTL,jsw steel
1730,1730,jtekt-india-JTEK,jtekt india
1731,1731,jtl-infra-JTL,jtl infra
1732,1732,jagan-lamps-JAGA,jagan lamps
1733,1733,jagatjit-industries-JAGAJ,jagatjit industries
1734,1734,jagjanani-textiles-JAG,jagjanani textiles
1735,1735,jagran-prakashan-JAGP,jagran prakashan
